Frame,Sub Frame,"Position - Limo_02",,,"Position - Limo_04",,,"Rotation (Helical) - Limo_02",,,"Rotation (Helical) - Limo_04",,
,,"TX","TY","TZ","TX","TY","TZ","RX","RY","RZ","RX","RY","RZ"
Frames,Frames,"mm","mm","mm","mm","mm","mm","°","°","°","°","°","°"
208,0,"-824.43","-865.052","145.768","87.648","30.1051","141.106","1.15463","-0.836437","183.564","2.96782","-2.33209","183.364"
209,0,"-824.407","-865.048","145.722","87.5803","29.7861","141.266","1.18342","-0.791354","183.557","2.84853","-1.93906","183.288"
210,0,"-824.406","-865.056","145.692","87.6204","30.0504","141.117","1.17448","-0.727519","183.563","2.94278","-2.27029","183.342"
211,0,"-824.447","-865.118","145.772","87.5661","29.8329","141.265","1.14026","-0.773796","183.538","2.88499","-1.99711","183.283"
212,0,"-824.433","-865.135","145.787","87.6017","30","141.12","1.1322","-0.776554","183.533","2.94518","-2.28159","183.339"
213,0,"-824.449","-865.142","145.789","87.5718","29.8476","141.238","1.12648","-0.758575","183.538","2.85431","-2.0005","183.321"
214,0,"-824.439","-865.131","145.8","87.6099","30.1198","141.068","1.11648","-0.762271","183.551","2.9686","-2.39541","183.374"
215,0,"-824.424","-865.133","145.803","87.623","30.0551","141.124","1.13476","-0.817629","183.547","2.93178","-2.29795","183.365"
216,0,"-824.406","-865.13","145.807","87.6459","30.1124","141.084","1.12514","-0.823482","183.551","2.95067","-2.33747","183.375"
217,0,"-824.403","-865.116","145.807","87.6159","29.9575","141.121","1.13717","-0.86128","183.554","2.94958","-2.25287","183.31"
218,0,"-824.395","-865.12","145.804","87.6417","29.9988","141.146","1.135","-0.862155","183.558","2.93682","-2.20428","183.315"
219,0,"-824.408","-865.101","145.826","87.654","29.9603","141.148","1.13252","-0.859045","183.567","2.91486","-2.19438","183.325"
220,0,"-824.404","-865.084","145.811","87.6063","29.9674","141.137","1.15644","-0.900004","183.572","2.93485","-2.22461","183.337"
221,0,"-824.403","-865.049","145.797","87.6154","30.0214","141.138","1.1678","-0.899518","183.584","2.94999","-2.25867","183.329"
222,0,"-824.453","-865.067","145.845","87.6108","30.0713","141.107","1.12924","-0.934529","183.589","2.95059","-2.32818","183.36"
223,0,"-824.476","-865.079","145.842","87.5965","30.0115","141.143","1.15433","-0.936494","183.581","2.94883","-2.25253","183.322"
224,0,"-824.463","-865.047","145.866","87.5915","29.9701","141.16","1.14048","-0.949302","183.596","2.94583","-2.24174","183.318"
225,0,"-824.461","-865.031","145.834","87.6088","29.984","141.144","1.14783","-0.976993","183.602","2.93868","-2.16811","183.322"
226,0,"-824.454","-865.023","145.835","87.583","30.0531","141.094","1.14009","-0.957643","183.61","2.95447","-2.31607","183.357"
227,0,"-824.452","-864.999","145.843","87.5894","30.0047","141.149","1.17937","-1.0726","183.61","2.93124","-2.24266","183.345"
228,0,"-824.453","-865.001","145.85","87.5585","29.7866","141.248","1.17896","-1.07062","183.622","2.86347","-1.96791","183.279"
229,0,"-824.469","-864.98","145.843","87.602","29.9839","141.12","1.18354","-1.0628","183.62","2.93376","-2.25488","183.339"
230,0,"-824.477","-864.972","145.841","87.623","30.0685","141.088","1.18695","-1.10893","183.631","2.94667","-2.34441","183.364"
231,0,"-824.484","-864.975","145.842","87.6186","29.8983","141.153","1.18257","-1.07049","183.635","2.94568","-2.1664","183.284"
232,0,"-824.483","-864.953","145.839","87.6067","29.9793","141.154","1.21243","-1.13555","183.639","2.93499","-2.24009","183.327"
233,0,"-824.493","-864.925","145.833","87.6199","29.9487","141.132","1.19539","-1.12109","183.65","2.92718","-2.19725","183.323"
234,0,"-824.483","-864.903","145.827","87.6692","29.9769","141.134","1.21242","-1.16257","183.661","2.93225","-2.214","183.314"
235,0,"-824.49","-864.887","145.834","87.6045","29.9988","141.123","1.2161","-1.18389","183.665","2.95353","-2.28101","183.326"
236,0,"-824.477","-864.874","145.845","87.6126","29.8398","141.251","1.2129","-1.18309","183.67","2.86205","-1.9963","183.313"
237,0,"-824.483","-864.865","145.844","87.6356","30.0236","141.144","1.20264","-1.18506","183.676","2.93229","-2.23264","183.351"
238,0,"-824.489","-864.85","145.836","87.6029","29.8262","141.241","1.21597","-1.2106","183.678","2.86432","-1.96139","183.29"
239,0,"-824.496","-864.848","145.858","87.58","29.7959","141.255","1.2039","-1.19236","183.684","2.86877","-1.97458","183.287"
240,0,"-824.485","-864.847","145.847","87.621","30.0304","141.143","1.23565","-1.2573","183.686","2.92863","-2.25834","183.344"
241,0,"-824.478","-864.818","145.83","87.6456","30.047","141.127","1.23522","-1.24319","183.688","2.93797","-2.22306","183.346"
242,0,"-824.483","-864.818","145.847","87.6847","30.0967","141.138","1.21885","-1.26169","183.695","2.94356","-2.24558","183.334"
243,0,"-824.484","-864.818","145.849","87.6441","29.9529","141.137","1.21989","-1.25052","183.697","2.92956","-2.22144","183.313"
244,0,"-824.493","-864.827","145.843","87.614","29.8049","141.259","1.24346","-1.26914","183.687","2.86785","-1.97457","183.299"
245,0,"-824.487","-864.822","145.825","87.6518","29.9949","141.15","1.24083","-1.27656","183.689","2.92022","-2.2162","183.336"
246,0,"-824.495","-864.824","145.825","87.6266","29.8376","141.231","1.2427","-1.27484","183.69","2.86291","-2.00653","183.301"
247,0,"-824.498","-864.813","145.843","87.6245","29.9713","141.174","1.23671","-1.29189","183.693","2.91421","-2.166","183.327"
248,0,"-824.504","-864.807","145.852","87.5792","29.9658","141.173","1.24497","-1.2891","183.695","2.93385","-2.20814","183.327"
249,0,"-824.503","-864.82","145.843","87.5728","30.013","141.137","1.23638","-1.2713","183.693","2.93781","-2.25102","183.352"
250,0,"-824.509","-864.834","145.829","87.5918","30.0454","141.154","1.24726","-1.27711","183.69","2.92061","-2.21289","183.347"
251,0,"-824.48","-864.805","145.839","87.5435","29.8873","141.297","1.24592","-1.30088","183.693","2.86","-1.94197","183.309"
252,0,"-824.494","-864.821","145.849","87.564","30.0983","141.159","1.22148","-1.25302","183.7","2.93781","-2.26331","183.363"
253,0,"-824.491","-864.828","145.836","87.5478","30.0263","141.186","1.22662","-1.21971","183.693","2.91339","-2.16388","183.34"
254,0,"-824.492","-864.811","145.842","87.5496","30.0343","141.238","1.22713","-1.26654","183.697","2.88004","-2.12395","183.352"
255,0,"-824.5","-864.822","145.847","87.5161","29.9886","141.258","1.23211","-1.27875","183.695","2.88236","-2.04317","183.311"
256,0,"-824.506","-864.808","145.847","87.5006","30.0362","141.286","1.24774","-1.28538","183.695","2.88111","-2.0769","183.341"
257,0,"-824.502","-864.821","145.834","87.4994","30.0349","141.285","1.23414","-1.26608","183.688","2.86996","-2.0783","183.336"
258,0,"-824.514","-864.812","145.838","87.5017","30.0642","141.281","1.24893","-1.29002","183.694","2.86274","-2.06557","183.339"
259,0,"-824.524","-864.826","145.83","87.4356","29.9027","141.378","1.24047","-1.26852","183.691","2.82389","-1.85905","183.29"
260,0,"-824.532","-864.809","145.844","87.4787","30.0972","141.316","1.23069","-1.26629","183.696","2.85637","-2.06823","183.349"
261,0,"-824.51","-864.809","145.84","87.4756","30.1235","141.279","1.23184","-1.27085","183.693","2.87018","-2.09973","183.347"
262,0,"-824.528","-864.827","145.822","87.4616","30.1407","141.294","1.23101","-1.25446","183.691","2.86803","-2.07532","183.35"
263,0,"-824.519","-864.823","145.828","87.4438","30.1349","141.311","1.23746","-1.27465","183.693","2.86466","-2.0689","183.357"
264,0,"-824.539","-864.812","145.853","87.4012","29.8926","141.428","1.22568","-1.25977","183.697","2.81135","-1.78903","183.283"
265,0,"-824.524","-864.796","145.844","87.4293","30.105","141.312","1.23673","-1.29257","183.696","2.86863","-2.06889","183.341"
266,0,"-824.539","-864.798","145.837","87.4421","30.1419","141.317","1.25235","-1.31721","183.695","2.86045","-2.09264","183.354"
267,0,"-824.54","-864.8","145.85","87.4486","29.9143","141.422","1.24055","-1.31884","183.696","2.82534","-1.8038","183.271"
268,0,"-824.537","-864.805","145.836","87.4473","30.0727","141.333","1.23282","-1.2756","183.696","2.85872","-2.02809","183.345"
269,0,"-824.521","-864.789","145.845","87.4592","30.0717","141.32","1.23337","-1.28652","183.696","2.86099","-2.01216","183.335"
270,0,"-824.546","-864.815","145.823","87.4677","30.0786","141.325","1.23572","-1.25925","183.691","2.8702","-2.03002","183.312"
271,0,"-824.527","-864.798","145.834","87.4797","30.0895","141.306","1.23598","-1.29512","183.696","2.8617","-2.03076","183.347"
272,0,"-824.54","-864.797","145.845","87.4523","30.0635","141.335","1.22789","-1.25141","183.703","2.84943","-2.01834","183.333"
273,0,"-824.528","-864.801","145.842","87.4666","30.1126","141.319","1.23756","-1.27521","183.696","2.85564","-2.05794","183.349"
274,0,"-824.546","-864.813","145.832","87.471","30.1289","141.278","1.23303","-1.28658","183.692","2.86339","-2.06053","183.363"
275,0,"-824.547","-864.824","145.852","87.4713","30.1421","141.343","1.22301","-1.23592","183.698","2.87247","-2.03637","183.333"
276,0,"-824.534","-864.796","145.84","87.4442","30.0646","141.303","1.23629","-1.29778","183.689","2.85811","-2.01733","183.337"
277,0,"-824.52","-864.811","145.838","87.461","30.112","141.31","1.23711","-1.29229","183.696","2.86891","-2.03853","183.343"
278,0,"-824.52","-864.798","145.827","87.4598","30.1578","141.304","1.23519","-1.27499","183.699","2.85409","-2.07038","183.369"
279,0,"-824.512","-864.813","145.835","87.4134","29.8483","141.42","1.2317","-1.2769","183.695","2.82029","-1.76465","183.252"
280,0,"-824.529","-864.828","145.83","87.4869","30.1285","141.293","1.24468","-1.25112","183.686","2.87255","-2.04089","183.335"
281,0,"-824.533","-864.819","145.839","87.4674","30.2006","141.3","1.24038","-1.29306","183.693","2.88401","-2.1233","183.367"
282,0,"-824.544","-864.808","145.835","87.4698","30.1484","141.304","1.23858","-1.27645","183.693","2.86557","-2.07605","183.357"
283,0,"-824.567","-864.825","145.837","87.4479","30.0765","141.32","1.23194","-1.24006","183.696","2.85803","-2.05087","183.35"
284,0,"-824.575","-864.802","145.846","87.452","30.0892","141.314","1.22757","-1.23501","183.699","2.8739","-2.0428","183.327"
285,0,"-824.556","-864.808","145.87","87.4708","30.0094","141.357","1.22245","-1.27512","183.697","2.84699","-1.98278","183.314"
286,0,"-824.561","-864.819","145.825","87.4576","30.0789","141.306","1.23503","-1.27583","183.69","2.85763","-2.00127","183.326"
287,0,"-824.584","-864.798","145.84","87.4358","29.895","141.407","1.2305","-1.21256","183.706","2.81683","-1.84696","183.284"
288,0,"-824.56","-864.797","145.861","87.475","30.1569","141.296","1.2084","-1.23721","183.702","2.86831","-2.08549","183.351"
289,0,"-824.54","-864.8","145.839","87.4321","30.001","141.356","1.24162","-1.30827","183.69","2.82865","-1.96589","183.325"
290,0,"-824.551","-864.8","145.811","87.4275","30.106","141.282","1.25122","-1.30931","183.696","2.88193","-2.07138","183.343"
291,0,"-824.566","-864.818","145.847","87.4494","30.1548","141.298","1.226","-1.23641","183.698","2.87847","-2.10641","183.361"
292,0,"-824.556","-864.799","145.844","87.4595","30.1253","141.302","1.232","-1.30242","183.696","2.86799","-2.05391","183.354"
293,0,"-824.562","-864.812","145.848","87.4685","30.0564","141.318","1.23262","-1.26945","183.697","2.86153","-2.02197","183.342"
294,0,"-824.56","-864.795","145.834","87.4716","30.1075","141.313","1.23257","-1.28798","183.692","2.85947","-2.03544","183.354"
295,0,"-824.622","-864.857","145.787","87.458","30.0605","141.328","1.26867","-1.14615","183.704","2.88603","-2.0369","183.33"
296,0,"-824.571","-864.828","145.823","87.4697","30.0529","141.305","1.23651","-1.26548","183.683","2.86784","-2.04128","183.327"
297,0,"-824.562","-864.809","145.861","87.4314","29.8087","141.437","1.23416","-1.2715","183.695","2.78926","-1.78839","183.269"
298,0,"-824.559","-864.794","145.817","87.5034","30.082","141.291","1.23506","-1.29787","183.691","2.86485","-1.99789","183.338"
299,0,"-824.579","-864.816","145.84","87.4648","30.1245","141.33","1.24291","-1.25935","183.694","2.85975","-2.07574","183.354"
300,0,"-824.585","-864.803","145.854","87.4774","30.1777","141.266","1.21373","-1.24091","183.705","2.89231","-2.13426","183.351"
301,0,"-824.576","-864.813","145.841","87.4095","29.8808","141.44","1.23958","-1.29299","183.694","2.79726","-1.78308","183.29"
302,0,"-824.583","-864.827","145.815","87.4527","30.0466","141.296","1.24717","-1.2623","183.688","2.853","-1.98671","183.332"
303,0,"-824.58","-864.818","145.832","87.4042","30.0536","141.325","1.25735","-1.25943","183.698","2.86663","-2.0279","183.342"
304,0,"-824.57","-864.82","145.821","87.4401","30.1134","141.307","1.25034","-1.28426","183.697","2.87003","-2.05219","183.34"
305,0,"-824.554","-864.804","145.836","87.4444","30.0488","141.336","1.24151","-1.30518","183.69","2.84427","-2.02413","183.339"
306,0,"-824.552","-864.789","145.829","87.4631","30.1177","141.278","1.21823","-1.26202","183.693","2.87557","-2.08072","183.355"
307,0,"-824.573","-864.818","145.838","87.4331","30.0543","141.306","1.24528","-1.30482","183.696","2.86692","-2.03888","183.333"
308,0,"-824.559","-864.792","145.835","87.4435","30.0902","141.298","1.24186","-1.3026","183.696","2.86727","-2.05789","183.344"
309,0,"-824.567","-864.792","145.862","87.4507","29.942","141.438","1.22689","-1.28143","183.692","2.81938","-1.82819","183.284"
310,0,"-824.581","-864.797","145.83","87.4761","30.0245","141.313","1.24736","-1.3008","183.693","2.86482","-1.97125","183.319"
311,0,"-824.58","-864.819","145.839","87.435","29.9855","141.353","1.24593","-1.27211","183.692","2.8436","-1.96418","183.324"
312,0,"-824.566","-864.793","145.867","87.4561","30.0445","141.323","1.2043","-1.23985","183.703","2.87316","-2.01616","183.327"
313,0,"-824.558","-864.808","145.849","87.4786","30.1266","141.305","1.2389","-1.2815","183.693","2.87036","-2.08755","183.359"
314,0,"-824.555","-864.808","145.809","87.4443","30.08","141.302","1.23231","-1.26859","183.69","2.86837","-2.0496","183.333"
315,0,"-824.559","-864.818","145.823","87.4341","29.9875","141.328","1.2401","-1.26388","183.692","2.83392","-1.97778","183.318"
316,0,"-824.58","-864.835","145.819","87.4638","30.1352","141.282","1.25628","-1.25288","183.696","2.86762","-2.07613","183.354"
317,0,"-824.569","-864.806","145.844","87.4486","30.1306","141.303","1.23343","-1.29042","183.695","2.87505","-2.10019","183.367"
318,0,"-824.569","-864.787","145.838","87.4119","29.8876","141.401","1.21519","-1.2802","183.702","2.80696","-1.80011","183.281"
319,0,"-824.571","-864.811","145.837","87.4526","30.0099","141.332","1.24276","-1.29624","183.694","2.86246","-1.94073","183.304"
320,0,"-824.572","-864.818","145.837","87.402","29.8515","141.404","1.23314","-1.26864","183.693","2.81154","-1.80993","183.278"
321,0,"-824.548","-864.798","145.841","87.4459","29.8755","141.406","1.24113","-1.29812","183.696","2.80658","-1.82953","183.287"
322,0,"-824.566","-864.832","145.808","87.4812","30.0902","141.292","1.2381","-1.24424","183.689","2.85206","-2.01404","183.35"
323,0,"-824.564","-864.814","145.825","87.4769","30.0895","141.309","1.25017","-1.29532","183.695","2.86578","-2.03392","183.353"
324,0,"-824.559","-864.81","145.848","87.448","30.0523","141.324","1.23928","-1.30075","183.701","2.85832","-2.04595","183.329"
325,0,"-824.578","-864.811","145.835","87.4491","30.0541","141.32","1.23457","-1.25931","183.696","2.86155","-2.03267","183.323"
326,0,"-824.582","-864.807","145.831","87.4616","30.0618","141.354","1.21748","-1.21901","183.702","2.85059","-1.96412","183.318"
327,0,"-824.593","-864.831","145.836","87.4458","30.0936","141.297","1.23479","-1.2302","183.702","2.88202","-2.07744","183.335"
328,0,"-824.621","-864.865","145.79","87.4461","30.0849","141.309","1.28656","-1.14911","183.704","2.866","-2.04128","183.347"
329,0,"-824.557","-864.815","145.838","87.4761","30.1226","141.322","1.24314","-1.27378","183.692","2.87998","-2.01514","183.32"
330,0,"-824.551","-864.803","145.834","87.4611","30.178","141.3","1.22864","-1.29612","183.698","2.89113","-2.108","183.349"
331,0,"-824.539","-864.795","145.843","87.4413","30.0765","141.337","1.21766","-1.24405","183.7","2.85596","-2.04384","183.328"
332,0,"-824.541","-864.817","145.827","87.437","30.0519","141.3","1.23848","-1.28535","183.691","2.86605","-2.03963","183.341"
333,0,"-824.547","-864.806","145.841","87.4651","30.1248","141.337","1.2346","-1.2705","183.695","2.85688","-2.04697","183.351"
334,0,"-824.553","-864.831","145.817","87.4727","30.0944","141.3","1.23899","-1.25483","183.691","2.86464","-2.02822","183.347"
335,0,"-824.561","-864.819","145.817","87.468","30.0855","141.322","1.24511","-1.28871","183.697","2.84687","-2.01617","183.343"
336,0,"-824.563","-864.815","145.845","87.46","30.069","141.323","1.2183","-1.24613","183.692","2.87362","-2.04993","183.326"
337,0,"-824.555","-864.799","145.849","87.4657","30.0904","141.32","1.24858","-1.30627","183.693","2.85191","-2.02525","183.354"
338,0,"-824.57","-864.805","145.84","87.4673","30.0925","141.29","1.21029","-1.25567","183.709","2.86474","-2.07776","183.346"
339,0,"-824.549","-864.806","145.833","87.4345","29.8982","141.397","1.23312","-1.29676","183.698","2.80073","-1.83661","183.296"
340,0,"-824.544","-864.804","145.852","87.4569","30.0368","141.339","1.21406","-1.25099","183.699","2.85116","-2.0184","183.324"
341,0,"-824.537","-864.808","145.834","87.4634","30.1087","141.296","1.22837","-1.26198","183.702","2.87578","-2.0839","183.346"
342,0,"-824.54","-864.805","145.827","87.4261","29.9443","141.396","1.25378","-1.31278","183.695","2.81342","-1.82873","183.304"
343,0,"-824.529","-864.797","145.831","87.4683","30.1115","141.287","1.2456","-1.31637","183.698","2.85787","-2.03966","183.348"
344,0,"-824.556","-864.795","145.837","87.4573","30.0879","141.321","1.22843","-1.27394","183.7","2.8772","-2.02085","183.326"
345,0,"-824.549","-864.803","145.831","87.4403","30.0356","141.309","1.2452","-1.29965","183.7","2.86139","-2.03412","183.324"
346,0,"-824.603","-864.858","145.788","87.4611","30.1298","141.32","1.2624","-1.16854","183.701","2.85854","-2.08683","183.351"
