s_m,x_m,y_m,heading_rad,curvature_inv_m,width_m,left_width_m,right_width_m
8.400027848,4.124695191,3.001339753,2.865968828,-0.147069575,1.000000000,0.500000000,0.500000000
8.450029731,4.076630959,3.015124449,2.857959440,-0.173293072,1.000000000,0.500000000,0.500000000
8.500031545,4.028688039,3.029325079,2.848580423,-0.201852687,1.000000000,0.500000000,0.500000000
8.550033277,3.980890965,3.044008843,2.837716925,-0.232670124,1.000000000,0.500000000,0.500000000
8.600034918,3.933268039,3.059247642,2.825247928,-0.266070190,1.000000000,0.500000000,0.500000000
8.650036460,3.885852152,3.075118620,2.811035551,-0.302402537,1.000000000,0.500000000,0.500000000
8.700037912,3.838681743,3.091704688,2.794920945,-0.342155804,1.000000000,0.500000000,0.500000000
8.750039305,3.791802041,3.109095284,2.776467981,-0.395932960,1.000000000,0.500000000,0.500000000
8.800040468,3.745276006,3.127410427,2.755618980,-0.437994851,1.000000000,0.500000000,0.500000000
8.850041151,3.699162653,3.146739858,2.732391136,-0.491086358,1.000000000,0.500000000,0.500000000
8.900041280,3.653538295,3.167195440,2.706384029,-0.549165776,1.000000000,0.500000000,0.500000000
8.950040904,3.608493213,3.188895738,2.677340679,-0.612532804,1.000000000,0.500000000,0.500000000
9.000040317,3.564133966,3.211965167,2.644263029,-0.710534112,1.000000000,0.500000000,0.500000000
9.050039077,3.520622717,3.236595376,2.606989838,-0.780351759,1.000000000,0.500000000,0.500000000
9.100036722,3.478106327,3.262903571,2.566290095,-0.847593889,1.000000000,0.500000000,0.500000000
9.150033800,3.436743208,3.290989157,2.521324277,-0.950987022,1.000000000,0.500000000,0.500000000
9.200030577,3.396762074,3.321008930,2.474856533,-0.907668275,1.000000000,0.500000000,0.500000000
9.250027413,3.358184027,3.352811725,2.429145192,-0.920744260,1.000000000,0.500000000,0.500000000
9.300024175,3.321110540,3.386356215,2.384067655,-0.882307605,1.000000000,0.500000000,0.500000000
9.350021627,3.285552017,3.421503571,2.340381923,-0.865083701,1.000000000,0.500000000,0.500000000
9.400019089,3.251546584,3.458155676,2.298584995,-0.806742393,1.000000000,0.500000000,0.500000000
9.450017416,3.219046330,3.496149966,2.258730212,-0.787407158,1.000000000,0.500000000,0.500000000
9.500015965,3.188066636,3.535394246,2.221536938,-0.700273101,1.000000000,0.500000000,0.500000000
9.550015282,3.158479323,3.575699613,2.186749466,-0.691178849,1.000000000,0.500000000,0.500000000
9.600015068,3.130302104,3.617003643,2.154696992,-0.590874912,1.000000000,0.500000000,0.500000000
9.650014964,3.103357261,3.659122108,2.125920865,-0.560127764,1.000000000,0.500000000,0.500000000
9.700015423,3.077602170,3.701979094,2.099774323,-0.485698841,1.000000000,0.500000000,0.500000000
