x,y,theta,velocity
-18.112605,35.077705,-0.785398,
-17.971183,34.936283,-0.785398,
-17.829762,34.794862,-0.785398,
-17.688010,34.653777,-0.767262,
-17.534720,34.525898,-0.594922,
-17.373985,34.406951,-0.621101,
-17.209221,34.293640,-0.594992,
-17.041503,34.184805,-0.515855,
-16.867774,34.085718,-0.520107,
-16.691965,33.990397,-0.504641,
-16.513015,33.901215,-0.458723,
-16.335190,33.809728,-0.480291,
-16.150917,33.732308,-0.350649,
-15.961709,33.667540,-0.321559,
-15.771734,33.605017,-0.318389,
-15.579523,33.550297,-0.232937,
-15.385469,33.501933,-0.268615,
-15.190113,33.461888,-0.063744,
-14.990136,33.460387,-0.003352,
-14.790136,33.460000,0.000000,
-14.590136,33.460000,0.000000,
-14.391106,33.472040,0.198213,
-14.197358,33.521439,0.245313,
-14.002821,33.567743,0.304651,
-13.812979,33.630644,0.326078,
-13.623518,33.694710,0.326078,
-13.434056,33.758776,0.326078,
-13.244604,33.822867,0.326361,
-13.054945,33.886346,0.321756,
-12.864092,33.946126,0.295870,
-12.670961,33.997783,0.203692,
-12.474541,34.035357,0.176736,
-12.277429,34.069217,0.168732,
-12.079591,34.098277,0.111019,
-11.880008,34.107500,0.000000,
-11.680101,34.102455,-0.036875,
-11.480947,34.084598,-0.146749,
-11.283806,34.051964,-0.265812,
-11.091770,33.996316,-0.321450,
-10.904283,33.927219,-0.411849,
-10.722924,33.843341,-0.519162,
-10.550066,33.742890,-0.628692,
-10.388306,33.625273,-0.628692,
-10.240761,33.490403,-0.806782,
-10.105085,33.343631,-0.894886,
-9.985124,33.183803,-0.976917,
-9.877570,33.015321,-1.047463,
-9.783784,32.838856,-1.128344,
-9.709471,32.653570,-1.249569,
-9.651486,32.462194,-1.288496,
-9.602015,32.268439,-1.329822,
-9.562297,32.072530,-1.423688,
-9.548737,31.873125,-1.496055,
-9.533156,31.673734,-1.488918,
-9.519069,31.474241,-1.509435,
-9.511150,31.274423,-1.570796,
-9.511150,31.074423,-1.570796,
-9.511150,30.874423,-1.570796,
-9.511150,30.674423,-1.570796,
-9.511150,30.474423,-1.570796,
-9.501340,30.274746,-1.490576,
-9.474610,30.076561,-1.492176,
-9.464900,29.876875,-1.570796,
-9.464900,29.676875,-1.570796,
-9.464900,29.476875,-1.570796,
-9.464900,29.276875,-1.570796,
-9.464900,29.076875,-1.570796,
-9.464900,28.876875,-1.570796,
-9.464900,28.676875,-1.570796,
-9.464900,28.476875,-1.570796,
-9.464900,28.276875,-1.570796,
-9.464900,28.076875,-1.570796,
-9.464900,27.876875,-1.570796,
-9.464900,27.676875,-1.570796,
-9.464900,27.476875,-1.570796,
-9.464900,27.276875,-1.570796,
-9.464900,27.076875,-1.570796,
-9.464900,26.876875,-1.570796,
-9.464900,26.676875,-1.570796,
-9.464900,26.476875,-1.570796,
-9.464900,26.276875,-1.570796,
-9.464900,26.076875,-1.570796,
-9.464900,25.876875,-1.570796,
-9.464900,25.676875,-1.570796,
-9.464900,25.476875,-1.570796,
